year,month,precip,tmax,tmin,tmed,PET,BAL,SPEI1,SPEI3,SPEI6,SPEI9,SPEI12,SPEI24,year_cont
1966,10,24.7,12.17741935483871,-0.15483870967741936,6.0112903225806456,29.77760412493328,-5.077604124933281,0.5747939258301048,-0.041147867337291026,-0.029682559933601586,-0.3893433632569395,-0.19520488961375637,0.7145883168601775,1966.75
1966,11,20.5,17.97,4.1,11.035,48.94124301801868,-28.44124301801868,0.2912975222709769,0.2566368389007267,0.1287813108618577,-0.27844433223814213,-0.4272211399638151,0.7589420971085812,1966.8333333333333
1966,12,190.1,16.29032258064516,3.52258064516129,9.906451612903226,39.845169555168745,150.25483044483124,2.4230847913334017,1.821450364732105,1.1747142243132198,0.8706215545466381,0.475963135244702,1.21799849427101,1966.9166666666667
1967,1,12.8,19.570967741935483,6.693548387096774,13.13225806451613,55.33577727696236,-42.535777276962364,-0.011937064746526305,1.7905749999053808,1.0811859179392334,1.002579151944293,0.5419831535011129,1.1590006126136416,1967
1967,2,18.6,20.882142857142856,2.857142857142857,11.869642857142857,55.74294465804958,-37.14294465804958,-0.2572154471752617,1.6707161312457826,1.285789357120445,1.0554227951351578,0.6176692318779535,1.0422529113325436,1967.0833333333333
1967,3,46.9,18.84516129032258,4.106451612903226,11.475806451612902,59.216234595753406,-12.316234595753407,-0.43576389379144315,-0.5044847645840477,1.218092769675837,0.8772211905967547,0.5783070540768801,1.0790536584962762,1967.1666666666667
1967,4,24,16.206666666666667,-0.12666666666666665,8.040000000000001,48.71614416786566,-24.716144167865657,-1.3633210871573962,-1.1723267679542142,0.44658234454216167,0.19693875517382067,0.2447348301257835,0.8920678966424569,1967.25
1967,5,223.7,10.13225806451613,1.538709677419355,5.835483870967742,37.956191758113555,185.74380824188643,1.0013586351085697,-0.3063547378769852,0.7181780385144545,0.8086802373397352,0.7456960206165419,1.161172563582294,1967.3333333333333
1967,6,40.6,5.36,-4.013333333333334,0.6733333333333333,5.20039189365912,35.39960810634088,-0.9419015268953174,-0.6361782117407907,-0.828137253633195,0.3234648427873315,0.28433468540262463,0.43521593417945753,1967.4166666666667
1967,7,153.70000000000002,6.280645161290322,-1.4258064516129032,2.4274193548387095,17.36285954342228,136.33714045657774,0.8627861273720595,0.3577024062673061,-0.5278304896379084,0.4762478527073561,0.4030901756793263,0.6499611755241632,1967.5
1967,8,198.3,5.932258064516129,-1.267741935483871,2.3322580645161293,14.016736833720515,184.28326316627948,1.9311321255558027,1.0067945340397948,0.3777945784272751,1.2523651643952516,1.1875811049381142,0.8734236034306925,1967.5833333333333
1967,9,18.8,10.63,-1.0266666666666666,4.801666666666667,28.08680606011231,-9.286806060112308,-0.17572272636771694,1.5132269054498508,0.49964245557173903,0.21991492596230944,1.1551279870590445,0.8803394830475971,1967.6666666666667
1967,10,88.6,12.151612903225807,2.3483870967741933,7.25,35.61190973595858,52.98809026404142,1.523681505828832,1.533387132034032,1.526848464052602,0.6549946770404158,1.3493093682237514,0.8497119969322402,1967.75
1967,11,19.5,17.466666666666665,3.5866666666666664,10.526666666666666,46.786007074087024,-27.286007074087024,0.33133103548221937,0.7038706761661417,1.1230446445279816,0.7410103866387568,1.3475630214474452,0.7199007248657446,1967.8333333333333
1967,12,10.3,20.529032258064515,6.551612903225807,13.54032258064516,53.700009337366055,-43.40000933736606,-0.31751317704755666,0.8884463758373109,1.4296203789450994,0.8082026204559829,0.5173901306236237,0.6085165202127996,1967.9166666666667
1968,1,0.6000000000000001,22.480645161290322,6.319354838709677,14.4,60.42637214951458,-59.826372149514576,-0.9557177201576987,-0.6011144631213746,1.1076947408844777,1.2055188326710127,0.42210528523253277,0.6313797398313906,1968
1968,2,43.7,19.310344827586206,6.741379310344827,13.025862068965516,60.917290933464386,-17.217290933464383,0.4550426014918564,-0.43888110102948363,0.31028582065583105,0.9097410513594911,0.568306378577091,0.759824045666084,1968.0833333333333
1968,3,20.8,18.27741935483871,4.161290322580645,11.219354838709677,57.95187933679007,-37.151879336790074,-1.1464144182858382,-0.893318181597783,-0.027591117634312202,1.060873132346539,0.3733166026093822,0.668574618354014,1968.1666666666667
1968,4,11.6,15.983333333333334,1.4466666666666665,8.715,52.6147357489059,-41.0147357489059,-1.7595198267235284,-1.3957681833729307,-1.704347274690463,0.08444290198237395,0.3508176510272993,0.37774935773870066,1968.25
1968,5,16.2,12.977419354838709,0.1903225806451613,6.583870967741935,42.59188448299276,-26.39188448299276,-1.7996069989441112,-1.9551157160620538,-1.9639149026152496,-1.962018884818409,-0.8611813478807344,-0.0885569545190855,1968.3333333333333
1968,6,30.1,7.92,-1.2166666666666666,3.3516666666666666,24.08094934329839,6.019050656701612,-1.3976294888574183,-1.9916102437161698,-2.1317678185387465,-2.005831335443885,-0.9611144162049994,-0.5061622880996027,1968.4166666666667
1968,7,92.60000000000001,8.54516129032258,-0.3322580645161291,4.106451612903226,28.685332599389003,63.91466740061101,-0.3692263956286414,-1.6702374195279555,-1.975120629612444,-2.1132057289070993,-1.3471248687080828,-0.6803549795844726,1968.5
1968,8,99.6,9.67741935483871,-1.7129032258064516,3.982258064516129,23.36333893946002,76.23666106053997,0.8098870593021168,-0.6634480026377104,-1.718468360142777,-1.871139776290611,-1.7265483978679472,-0.4346839555730937,1968.5833333333333
1968,9,111.4,10.85,0.31000000000000005,5.58,32.419487132222265,78.98051286777775,1.3332395480195915,0.8422044955208637,-1.4348366447830174,-1.702637510438738,-1.4046759091182612,-0.2179279963344403,1968.6666666666667
1968,10,27,12.251612903225807,0.6129032258064516,6.432258064516129,31.765929657309886,-4.765929657309886,0.5824494878717024,1.0840032469896914,-0.924313319117752,-1.5372944485482563,-1.5778267532186208,-0.2011073137774813,1968.75
